"","SRR6396793","SRR6396794","SRR6396795","SRR6396796","SRR6396797","SRR6396798","SRR6396799","SRR6396800","SRR6396801","SRR6396802","SRR6396803"
"ENSRNOG00000024298",82,102,170,36,145,168,0,0,0,0,0
"ENSRNOG00000031555",46,63,92,21,83,102,0,0,0,0,0
"ENSRNOG00000055572",346,302,542,132,576,486,2321,2265,4861,3735,4120
"ENSRNOG00000000167",445,444,724,182,749,750,1088,1087,4603,1188,1558
"ENSRNOG00000009609",44,38,77,10,94,101,122,116,244,240,228
"ENSRNOG00000068749",0,0,0,0,1,0,0,0,0,0,1
"ENSRNOG00000025428",443,394,772,191,800,919,258,222,634,903,926
"ENSRNOG00000052383",1,1,4,0,3,1,10,14,25,7,3
"ENSRNOG00000000166",19,26,45,3,36,27,231,228,486,511,584
"ENSRNOG00000013698",56,67,195,47,161,227,0,0,1,2,2
"ENSRNOG00000053172",326,348,470,106,467,469,1548,1475,2608,2133,2288
"ENSRNOG00000008578",3184,3124,6623,1880,6542,7458,4601,4538,9802,11113,11439
"ENSRNOG00000000165",5,7,9,2,5,12,101,104,212,177,224
"ENSRNOG00000029068",75,69,124,30,147,139,293,273,614,856,919
"ENSRNOG00000051948",1013,972,1963,521,1824,2205,6847,6755,15958,14162,14313
"ENSRNOG00000008472",354,354,768,176,714,826,1843,1918,4164,4009,3982
"ENSRNOG00000063057",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002767",26,36,53,7,73,76,343,320,746,827,746
"ENSRNOG00000053813",110,106,208,33,244,276,857,816,1843,2148,1890
"ENSRNOG00000059697",26,12,38,2,40,35,5,3,10,10,12
"ENSRNOG00000056174",70,59,116,32,121,164,637,667,1556,444,394
"ENSRNOG00000006899",372,331,619,138,562,730,0,1,3,1,3
"ENSRNOG00000029408",177,169,396,85,329,488,100,78,175,920,887
"ENSRNOG00000064345",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002585",1837,1860,4073,892,3791,4591,3092,3178,7420,5649,5504
"ENSRNOG00000003686",146,147,240,73,257,297,1803,1783,4019,4640,4295
"ENSRNOG00000030119",0,0,1,0,0,1,5,2,17,1,1
"ENSRNOG00000062551",0,0,0,1,0,1,0,2,1,0,0
"ENSRNOG00000050081",0,0,3,0,1,0,0,2,2,2,4
"ENSRNOG00000058423",32,31,46,11,50,61,79,86,216,337,153
"ENSRNOG00000002563",24,23,26,11,27,38,375,376,734,786,903
"ENSRNOG00000061441",1,0,2,0,1,1,12,9,23,22,31
"ENSRNOG00000048925",125,112,298,59,256,334,0,0,0,0,0
"ENSRNOG00000058820",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070467",130,126,294,71,319,362,1397,1438,3232,465,295
"ENSRNOG00000069353",72,62,131,23,110,108,425,377,847,897,820
"ENSRNOG00000039332",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000026044",36,21,27,9,48,69,363,352,1027,1253,1254
"ENSRNOG00000045953",750,771,1739,423,1521,1779,1,0,1,6,6
"ENSRNOG00000065232",0,0,3,0,0,0,0,0,1,0,0
"ENSRNOG00000067039",2,3,12,1,5,8,27,22,53,57,78
"ENSRNOG00000064664",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063213",21,15,62,13,46,40,118,123,237,38,25
"ENSRNOG00000026969",0,0,1,0,0,1,0,0,0,0,0
"ENSRNOG00000061304",223,227,190,56,246,152,741,777,1525,1525,1633
"ENSRNOG00000032487",74,80,122,30,117,121,263,247,473,331,339
"ENSRNOG00000070118",41,44,444,24,370,351,12,5,80,42,36
"ENSRNOG00000061262",2574,2605,5748,1539,5735,6566,10336,10528,24994,24443,25098
"ENSRNOG00000007059",4,1,3,0,0,4,3,5,10,6,11
"ENSRNOG00000033883",11,9,14,5,21,16,258,269,683,541,560
"ENSRNOG00000046012",0,0,0,0,1,0,1,1,1,0,0
"ENSRNOG00000051117",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068491",0,0,4,0,0,0,0,1,0,0,1
"ENSRNOG00000060168",75,80,169,38,136,190,347,303,831,1003,995
"ENSRNOG00000070922",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000065644",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000019164",1023,952,1885,502,1568,2059,8257,8125,17786,15491,15606
"ENSRNOG00000063587",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000026231",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067214",0,2,1,0,1,5,0,2,11,7,13
"ENSRNOG00000062420",28,27,63,21,57,66,11,8,39,124,50
"ENSRNOG00000063851",1,0,1,1,1,3,1,3,3,4,7
"ENSRNOG00000063426",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064140",1,0,4,1,3,4,3,4,3,7,6
"ENSRNOG00000070008",9,8,23,3,19,9,5,6,3,9,6
"ENSRNOG00000062688",27,27,59,11,42,51,37,40,92,33,27
"ENSRNOG00000003748",5,1,6,5,4,6,1,1,3,3,6
"ENSRNOG00000067047",4,7,19,0,8,11,90,107,301,753,419
"ENSRNOG00000038035",84,61,193,40,207,289,1203,1092,2756,3450,3475
"ENSRNOG00000062747",0,0,0,0,0,0,0,0,6,11,7
"ENSRNOG00000070551",0,0,2,0,0,0,0,0,0,0,0
"ENSRNOG00000064865",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000023261",0,1,0,0,0,0,0,0,3,2,2
"ENSRNOG00000067487",1,0,0,0,0,0,0,0,0,0,2
"ENSRNOG00000068322",0,0,1,0,0,2,4,3,8,8,7
"ENSRNOG00000000164",1172,1155,2178,544,2057,2409,4298,4368,10169,10307,9639
"ENSRNOG00000064974",0,0,0,0,0,0,1,3,2,0,2
"ENSRNOG00000032739",0,0,0,0,1,1,0,0,4,2,1
"ENSRNOG00000069713",12,3,0,0,16,10,220,216,546,1585,1445
"ENSRNOG00000066805",1,5,2,1,3,2,4,3,5,7,10
"ENSRNOG00000025200",153,139,326,85,269,306,690,737,1509,366,195
"ENSRNOG00000061492",0,0,0,0,0,0,0,1,0,0,0
"ENSRNOG00000069137",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068054",0,0,2,1,3,2,5,7,16,24,22
"ENSRNOG00000038369",0,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000069711",1,1,1,0,1,0,0,0,0,1,1
"ENSRNOG00000003201",450,451,530,139,729,772,12595,12714,29235,32554,32793
"ENSRNOG00000064310",0,0,0,0,1,0,0,0,0,0,0
"ENSRNOG00000062445",1,1,6,1,2,2,27,23,58,65,62
"ENSRNOG00000068684",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066768",3,2,1,1,7,2,30,22,64,79,82
"ENSRNOG00000070511",0,0,0,0,0,0,0,0,0,1,1
"ENSRNOG00000065998",5,16,11,3,13,14,163,159,435,386,350
"ENSRNOG00000065014",0,0,0,0,1,0,0,0,0,0,0
"ENSRNOG00000037951",25,39,46,6,72,54,216,191,584,1028,865
"ENSRNOG00000070283",5,13,17,2,16,27,2,2,3,1,0
"ENSRNOG00000063391",3,4,16,5,11,11,0,0,0,0,0
"ENSRNOG00000029663",0,2,1,1,1,2,4,9,12,11,3
"ENSRNOG00000051341",0,0,0,0,0,0,0,0,1,0,2
"ENSRNOG00000068862",4,2,4,2,10,10,47,46,97,76,95
"ENSRNOG00000065796",5,2,14,1,7,10,1,0,2,4,0
"ENSRNOG00000071206",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064849",5,3,8,1,5,12,89,98,207,420,494
"ENSRNOG00000070269",6,5,9,6,11,16,0,0,1,0,1
"ENSRNOG00000051300",104,85,143,24,160,217,694,790,1871,2225,2497
"ENSRNOG00000068564",2,3,0,1,2,2,0,1,0,1,1
"ENSRNOG00000067106",48,57,133,25,82,125,0,0,0,0,0
"ENSRNOG00000070042",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000068620",67,89,142,33,182,176,0,0,0,0,2
"ENSRNOG00000065954",0,0,0,0,1,0,0,2,3,4,4
"ENSRNOG00000060786",0,0,1,0,1,1,0,0,1,0,0
"ENSRNOG00000066627",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000045779",204,190,388,124,471,493,656,625,1503,2109,1324
"ENSRNOG00000056659",31,29,45,12,67,53,256,245,528,635,614
"ENSRNOG00000049388",0,0,5,0,5,4,2,3,20,6,15
"ENSRNOG00000057517",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000029497",307,287,561,149,566,657,0,0,0,0,2
"ENSRNOG00000065962",0,0,2,0,1,0,0,0,0,1,0
"ENSRNOG00000050051",119,119,218,68,205,276,479,490,937,679,731
"ENSRNOG00000008329",257,234,411,115,354,406,2305,2248,4430,3476,3590
"ENSRNOG00000043348",8,5,9,2,7,5,101,82,131,155,164
"ENSRNOG00000065341",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000067052",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068802",0,0,1,0,0,0,4,0,5,1,1
"ENSRNOG00000064051",0,0,1,0,3,2,1,0,1,0,0
"ENSRNOG00000003208",64,74,164,48,159,252,405,386,1037,997,966
"ENSRNOG00000034116",21,17,43,9,42,39,107,106,251,387,365
"ENSRNOG00000061692",12,20,40,11,38,41,0,0,1,1,0
"ENSRNOG00000004150",3,3,2,0,6,6,97,70,185,192,191
"ENSRNOG00000060464",29,33,36,12,65,79,779,742,1826,1379,1363
"ENSRNOG00000022251",2,0,0,0,0,0,3,1,9,3,2
"ENSRNOG00000007315",294,281,595,138,613,697,1779,1753,4290,5082,5157
"ENSRNOG00000069722",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000063392",4,2,7,2,11,5,18,16,50,136,128
"ENSRNOG00000063610",1,1,0,0,0,2,2,0,0,2,5
"ENSRNOG00000069564",0,0,0,0,0,0,1,0,2,5,2
"ENSRNOG00000002323",90,78,117,28,147,188,216,226,600,704,688
"ENSRNOG00000068588",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000004258",3,2,2,0,4,7,200,190,388,369,333
"ENSRNOG00000068854",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000071051",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000068646",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067826",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055641",27,42,49,10,48,53,320,289,506,444,506
"ENSRNOG00000071143",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000039837",199,232,435,87,361,471,313,312,791,898,961
"ENSRNOG00000023637",303,316,636,164,657,848,20,13,35,20,16
"ENSRNOG00000060462",63,52,148,25,107,155,671,681,1448,382,194
"ENSRNOG00000028202",1849,1772,3191,778,2986,3156,4,4,4,1,0
"ENSRNOG00000063225",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066448",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000062506",2,1,2,0,2,4,0,0,0,0,1
"ENSRNOG00000023458",239,219,442,80,378,518,191,167,490,487,574
"ENSRNOG00000037770",0,1,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062748",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069736",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062599",1,1,0,1,2,5,30,26,29,105,118
"ENSRNOG00000063687",0,2,1,0,0,0,2,4,1,4,5
"ENSRNOG00000007949",21,21,29,5,37,16,94,88,207,190,200
"ENSRNOG00000037827",1604,1639,3466,788,2971,3216,0,1,0,0,0
"ENSRNOG00000065229",60,63,116,27,142,166,828,817,1924,2216,2230
"ENSRNOG00000071176",212,256,398,100,357,431,610,653,1557,1100,1255
"ENSRNOG00000003984",174,147,200,54,263,250,137,142,416,400,446
"ENSRNOG00000053023",78,69,129,39,196,141,593,633,1263,1277,1243
"ENSRNOG00000064623",0,1,1,0,0,2,0,0,1,2,1
"ENSRNOG00000068694",0,1,0,1,0,1,18,22,29,52,47
"ENSRNOG00000059655",2,4,7,0,8,10,7,3,23,12,9
"ENSRNOG00000064884",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066548",7,8,12,2,14,25,125,115,249,203,265
"ENSRNOG00000046832",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000004265",4,5,6,4,6,4,21,15,75,94,76
"ENSRNOG00000063611",0,0,1,0,2,0,2,0,8,7,7
"ENSRNOG00000067650",136,118,271,80,309,286,333,317,1026,666,620
"ENSRNOG00000003359",486,495,982,284,958,1180,2587,2716,5327,9265,9072
"ENSRNOG00000050457",0,1,0,0,3,1,16,28,57,10,5
"ENSRNOG00000038267",30,36,45,20,57,81,30,39,93,5,6
"ENSRNOG00000057469",62,70,155,31,142,198,1,3,3,3,4
"ENSRNOG00000038299",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070967",0,0,1,0,0,1,0,0,4,0,0
"ENSRNOG00000061511",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028179",85,99,148,27,153,189,3526,3435,8264,1087,540
"ENSRNOG00000064387",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062454",2,1,4,0,4,1,11,8,46,10,11
"ENSRNOG00000070430",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068315",1,0,1,1,1,2,6,6,22,28,32
"ENSRNOG00000003765",281,262,382,118,466,353,435,459,938,2412,2819
"ENSRNOG00000067012",3,5,8,4,6,8,1,0,2,1,5
"ENSRNOG00000066849",639,637,1503,366,1238,1721,2,1,2,6,10
"ENSRNOG00000063899",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070594",15,16,49,6,40,50,283,300,742,855,870
"ENSRNOG00000068449",0,1,0,1,0,0,0,0,0,3,0
"ENSRNOG00000055962",737,682,461,127,1135,638,8725,8796,22526,43010,46100
"ENSRNOG00000003643",62,65,89,14,103,109,488,492,1079,836,739
"ENSRNOG00000066309",4,3,10,2,5,5,87,104,197,250,248
"ENSRNOG00000070880",0,0,0,0,0,0,1,0,0,1,1
"ENSRNOG00000002960",0,1,0,0,1,2,46,50,115,236,207
"ENSRNOG00000037919",921,871,1555,393,1560,1764,2483,2412,5266,8441,7353
"ENSRNOG00000064015",20,17,61,11,22,36,142,137,210,235,268
"ENSRNOG00000029010",414,481,851,216,761,901,0,0,0,2,0
"ENSRNOG00000003762",76,74,152,34,141,169,956,958,2585,2783,2516
"ENSRNOG00000048202",10,18,36,10,33,34,58,76,146,31,18
"ENSRNOG00000063359",16,20,30,7,34,48,130,148,301,333,349
"ENSRNOG00000029778",116,91,97,22,211,187,666,639,1728,2466,2002
"ENSRNOG00000070004",1,0,13,0,1,20,8,3,48,39,34
"ENSRNOG00000000161",75,62,88,24,115,139,652,623,1505,1628,1743
"ENSRNOG00000069652",3,4,5,2,7,4,6,5,10,26,18
"ENSRNOG00000063832",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000037911",0,0,2,0,0,1,12,11,29,35,51
"ENSRNOG00000062833",0,1,1,0,1,1,1,0,0,0,1
"ENSRNOG00000071099",6,12,35,7,21,28,0,6,6,2,2
"ENSRNOG00000051529",0,0,0,0,0,0,0,0,2,0,1
"ENSRNOG00000003533",4,7,19,2,8,12,50,55,102,134,143
"ENSRNOG00000070562",6,3,7,0,7,12,8,0,8,5,4
"ENSRNOG00000070148",2,2,3,2,5,11,31,26,50,56,67
"ENSRNOG00000003470",38,48,58,14,63,68,430,401,1010,1160,1235
"ENSRNOG00000048295",516,547,995,264,1018,1063,25,19,34,69,67
"ENSRNOG00000067054",0,0,0,0,0,1,0,0,0,1,1
"ENSRNOG00000051438",91,100,269,56,178,236,7,6,19,4,4
"ENSRNOG00000024271",87,80,197,43,157,251,0,0,0,0,0
"ENSRNOG00000051216",1,5,2,1,6,2,5,1,5,16,17
"ENSRNOG00000055557",99,108,295,55,231,254,50,51,117,23,14
"ENSRNOG00000023383",1226,1297,2268,570,2327,3013,8244,8054,19533,19015,20398
"ENSRNOG00000002848",351,350,744,209,668,760,879,913,2441,2837,2818
"ENSRNOG00000005352",50,58,92,26,74,87,721,727,1643,2373,2208
"ENSRNOG00000067105",11,9,19,6,24,40,135,150,224,397,384
"ENSRNOG00000060839",60,77,120,38,100,148,29,27,71,10,11
"ENSRNOG00000064231",19,20,42,9,41,48,49,54,94,437,596
"ENSRNOG00000030819",0,0,1,0,0,0,0,0,0,1,0
"ENSRNOG00000029885",233,197,365,65,480,452,2558,2584,6782,8663,8207
"ENSRNOG00000002986",563,585,1100,257,941,1379,187,184,381,200,175
"ENSRNOG00000068101",8,3,7,7,25,22,56,77,167,192,178
"ENSRNOG00000003305",2,5,6,1,2,9,4,0,8,4,8
"ENSRNOG00000060580",69,78,118,31,95,125,529,586,1228,1276,1294
"ENSRNOG00000060262",76,89,190,34,151,207,611,606,1424,1743,1805
"ENSRNOG00000065297",415,437,834,166,789,834,0,0,1,0,4
"ENSRNOG00000003956",2,2,4,3,13,7,148,150,320,399,375
"ENSRNOG00000024053",14,9,20,4,16,22,93,87,231,23,10
"ENSRNOG00000065493",0,1,2,3,1,12,0,0,0,0,1
"ENSRNOG00000070277",30,22,45,20,42,50,179,157,375,429,428
"ENSRNOG00000002974",0,0,0,0,0,0,0,1,0,0,1
"ENSRNOG00000004581",274,300,472,154,543,640,655,607,1472,1549,1520
"ENSRNOG00000009646",14,19,17,4,37,45,16,7,22,10,14
"ENSRNOG00000004512",54,62,70,14,64,70,437,482,926,1444,1475
"ENSRNOG00000054219",2279,2233,4161,1061,4073,4690,184,184,389,830,975
"ENSRNOG00000003009",272,264,597,141,537,617,3,4,6,3,1
"ENSRNOG00000022267",47,44,96,17,105,106,211,194,389,318,322
"ENSRNOG00000062844",11,14,17,2,32,29,97,84,107,294,365
"ENSRNOG00000053061",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028189",123,115,231,47,217,214,0,1,8,5,2
"ENSRNOG00000003189",444,469,812,216,694,776,3441,3462,6593,5632,4776
"ENSRNOG00000055514",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061191",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060885",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061731",21,28,37,13,46,46,111,108,199,415,472
"ENSRNOG00000024517",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000016622",2,1,5,1,5,9,4,2,8,10,14
"ENSRNOG00000056905",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070236",1,0,1,0,1,1,11,16,26,32,28
"ENSRNOG00000053235",0,0,0,0,0,0,1,0,0,1,1
"ENSRNOG00000055256",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000022411",0,0,4,1,3,6,1,2,2,4,5
"ENSRNOG00000058942",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000003792",243,275,488,143,535,565,1230,1276,2954,3224,3173
"ENSRNOG00000055960",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002389",777,756,1211,309,1385,1451,8375,8403,19250,23033,25376
"ENSRNOG00000061257",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000003749",39,45,110,37,85,142,72,87,320,324,359
"ENSRNOG00000060096",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000005687",11,8,218,36,11,20,0,1,2,3,7
"ENSRNOG00000051820",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063220",0,0,0,0,0,0,0,1,0,0,1
"ENSRNOG00000003756",17,11,12,6,12,10,106,89,231,280,213
"ENSRNOG00000052762",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000030118",333,369,427,122,615,718,4733,4735,11392,9806,10040
"ENSRNOG00000070588",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056740",843,848,2197,434,1888,2614,0,2,0,3,1
"ENSRNOG00000062381",0,1,0,1,2,1,0,0,0,0,0
"ENSRNOG00000059230",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060982",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002391",0,0,0,0,0,1,0,0,1,4,3
"ENSRNOG00000060623",52,41,79,21,79,93,794,876,1565,1756,1645
"ENSRNOG00000053191",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060754",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000065140",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000003611",304,308,590,150,558,661,272,267,677,848,940
"ENSRNOG00000069164",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058253",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000007371",352,384,781,187,724,997,260,233,538,711,661
"ENSRNOG00000066338",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000046366",362,364,630,161,789,903,851,821,2321,4920,5114
"ENSRNOG00000031294",348,335,795,158,630,862,1,0,0,1,1
"ENSRNOG00000063682",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000065192",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000023187",38,27,47,16,47,47,295,299,567,728,787
"ENSRNOG00000068085",1171,1182,2741,575,2160,2605,1,0,0,2,0
"ENSRNOG00000063637",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000004776",32,51,46,12,35,51,311,332,690,824,806
"ENSRNOG00000002419",427,428,946,213,860,855,288,259,564,1485,1272
"ENSRNOG00000052095",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064801",130,149,298,64,273,305,0,0,0,0,0
"ENSRNOG00000006698",12,11,13,4,13,5,190,180,280,78,90
"ENSRNOG00000060642",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070436",794,789,1333,277,1511,1489,17,11,25,6,1
"ENSRNOG00000061195",0,0,1,1,3,0,19,10,7,22,19
"ENSRNOG00000064902",0,0,0,0,0,0,0,0,1,1,0
"ENSRNOG00000060546",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068390",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000038132",1,0,0,0,6,2,0,0,0,2,2
"ENSRNOG00000003858",126,110,139,30,148,153,870,818,1725,1898,1812
"ENSRNOG00000063746",21,17,24,5,43,39,3,7,9,27,27
"ENSRNOG00000069840",38,33,99,23,96,125,64,80,191,145,176
"ENSRNOG00000068320",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000005012",158,144,296,70,259,386,810,753,1772,1290,1274
"ENSRNOG00000070416",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055265",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000031058",7,8,6,2,12,7,86,89,208,135,113
"ENSRNOG00000064543",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057622",16,11,21,0,27,21,68,52,157,216,199
"ENSRNOG00000055812",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061126",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000004133",2,1,4,2,1,3,9,12,53,103,66
"ENSRNOG00000059814",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000071055",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069201",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064676",0,2,0,0,3,1,0,0,0,0,0
"ENSRNOG00000063786",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021972",0,0,7,0,6,1,1,6,2,7,7
"ENSRNOG00000064215",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000061787",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058743",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055721",12,10,17,2,15,15,21,23,55,53,69
"ENSRNOG00000032522",5,11,17,6,22,16,126,124,285,480,466
"ENSRNOG00000051644",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063333",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061252",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021694",52,58,140,18,89,131,83,77,149,130,63
"ENSRNOG00000051827",435,451,1148,240,1079,1191,0,0,0,0,0
"ENSRNOG00000069980",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061196",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060086",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000024250",60,60,98,14,100,96,583,543,1754,2601,2676
"ENSRNOG00000034183",404,421,936,226,727,950,0,0,0,0,0
"ENSRNOG00000027850",59,72,109,30,109,176,1,0,0,0,0
"ENSRNOG00000060374",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054868",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054890",631,640,463,119,1283,1072,18109,17992,53929,68709,74878
"ENSRNOG00000054382",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000019180",321,317,484,115,603,655,1971,1902,4161,3468,3656
"ENSRNOG00000064035",12,4,21,5,26,21,0,0,1,0,0
"ENSRNOG00000057593",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066087",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066017",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000050970",99,76,182,51,128,190,0,0,3,1,0
"ENSRNOG00000063729",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070898",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064772",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062822",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070754",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001506",2,0,4,0,2,2,61,46,146,159,157
"ENSRNOG00000065849",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063296",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000051544",0,0,0,0,0,0,3,2,9,4,5
"ENSRNOG00000037736",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000065426",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000019168",134,105,296,65,211,254,83,89,175,265,269
"ENSRNOG00000070581",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000012294",37,37,36,9,55,41,1015,1021,2585,3532,3431
"ENSRNOG00000030722",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057374",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000042394",2,2,11,4,12,22,43,36,93,168,158
"ENSRNOG00000060946",35,35,52,13,69,91,777,800,1984,2181,2089
"ENSRNOG00000062498",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000003965",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068840",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069753",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000051769",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056593",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000048738",899,989,2042,538,1748,2039,5772,5766,13199,6206,5936
"ENSRNOG00000070185",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053894",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054011",30,53,62,11,97,84,592,585,1361,1869,1978
"ENSRNOG00000027239",0,0,2,0,0,0,0,1,9,2,4
"ENSRNOG00000056006",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000007600",1185,1153,2084,557,1724,2135,246,264,489,1060,1197
"ENSRNOG00000067960",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000029038",141,159,335,107,262,328,692,695,1476,1076,1063
"ENSRNOG00000042470",23,26,50,19,76,70,41,47,70,4,1
"ENSRNOG00000052001",0,0,0,0,0,0,0,0,0,0,0
